Number,Reference ID,Tube Diameter,Heated Length,Pressure,Mass Flux,Outlet Quality,Inlet Subcooling,Inlet Temperature,CHF,CHF LUT,Enthalpy value of water,Enthalpy value of air,Enthalpy Temperature,H/D
11748,31,0.00805,2,15690,999,0.379,401,280.71,768,593.84425131866,1637.3644871103252,2590.4533382973623,618.9241500764123,248.4472049689441
11749,31,0.00805,2,15690,999,0.378,292,301.41,665,596.841104739244,1637.3644871103252,2590.4533382973623,618.9241500764123,248.4472049689441
11750,31,0.00805,2,15690,999,0.401,175,321.57,572,529.325590880655,1637.3644871103252,2590.4533382973623,618.9241500764123,248.4472049689441
11751,31,0.00805,2,15690,1452,0.242,502,260.3,1076,914.150184801869,1637.3644871103252,2590.4533382973623,618.9241500764123,248.4472049689441
11752,31,0.00805,2,15690,1452,0.264,287,302.32,801,837.784516596487,1637.3644871103252,2590.4533382973623,618.9241500764123,248.4472049689441
11753,31,0.00805,2,15690,1452,0.294,175,321.57,685,718.034456636906,1637.3644871103252,2590.4533382973623,618.9241500764123,248.4472049689441
11754,31,0.00805,2,15690,2009,0.164,502,260.3,1337,1253.45418181178,1637.3644871103252,2590.4533382973623,618.9241500764123,248.4472049689441
11755,31,0.00805,2,15690,2009,0.2,401,280.71,1209,1084.46081867727,1637.3644871103252,2590.4533382973623,618.9241500764123,248.4472049689441
11756,31,0.00805,2,15690,2009,0.238,292,301.41,1066,946.088378210235,1637.3644871103252,2590.4533382973623,618.9241500764123,248.4472049689441
11757,31,0.00805,2,15690,2009,0.282,175,321.57,924,771.452998115575,1637.3644871103252,2590.4533382973623,618.9241500764123,248.4472049689441
11758,31,0.00805,2,15690,2784,0.104,502,260.3,1686,1774.60322699747,1637.3644871103252,2590.4533382973623,618.9241500764123,248.4472049689441
11759,31,0.00805,2,15690,2784,0.129,395,281.89,1465,1603.7287779002,1637.3644871103252,2590.4533382973623,618.9241500764123,248.4472049689441
11760,31,0.00805,2,15690,2784,0.168,292,301.41,1290,1365.90307836776,1637.3644871103252,2590.4533382973623,618.9241500764123,248.4472049689441
11761,31,0.00805,2,15690,2784,0.227,175,321.57,1133,1096.36599295743,1637.3644871103252,2590.4533382973623,618.9241500764123,248.4472049689441
11762,31,0.00805,2,15690,3330,0.107,502,260.3,2035,1858.33869724482,1637.3644871103252,2590.4533382973623,618.9241500764123,248.4472049689441
11763,31,0.00805,2,15690,3330,0.123,401,280.71,1756,1744.50634924051,1637.3644871103252,2590.4533382973623,618.9241500764123,248.4472049689441
11764,31,0.00805,2,15690,3330,0.152,292,301.41,1500,1541.49222019953,1637.3644871103252,2590.4533382973623,618.9241500764123,248.4472049689441
11765,31,0.00805,2,15690,3330,0.212,175,321.57,1302,1234.70195843128,1637.3644871103252,2590.4533382973623,618.9241500764123,248.4472049689441
11766,31,0.00805,3,15690,1016,0.374,502,260.3,587,602.76520635792,1637.3644871103252,2590.4533382973623,618.9241500764123,372.67080745341616
11767,31,0.00805,3,15690,1016,0.397,406,279.73,538,533.167387965148,1637.3644871103252,2590.4533382973623,618.9241500764123,372.67080745341616
11768,31,0.00805,3,15690,1016,0.36,292,301.41,440,645.12909581439,1637.3644871103252,2590.4533382973623,618.9241500764123,372.67080745341616
11769,31,0.00805,3,15690,1016,0.435,175,321.57,410,468.003558938551,1637.3644871103252,2590.4533382973623,618.9241500764123,372.67080745341616
11770,31,0.00803,3,15690,1487,0.257,502,260.3,746,860.005683843669,1637.3644871103252,2590.4533382973623,618.9241500764123,373.59900373599
11771,31,0.00803,3,15690,1487,0.272,401,280.71,661,798.692849832582,1637.3644871103252,2590.4533382973623,618.9241500764123,373.59900373599
11772,31,0.00803,3,15690,1487,0.291,292,301.41,576,721.029926751872,1637.3644871103252,2590.4533382973623,618.9241500764123,373.59900373599
11773,31,0.00803,3,15690,1487,0.335,175,321.57,504,578.598554874838,1637.3644871103252,2590.4533382973623,618.9241500764123,373.59900373599
11774,31,0.00803,3,15690,2041,0.192,497,261.33,932,1128.79902792797,1637.3644871103252,2590.4533382973623,618.9241500764123,373.59900373599
11775,31,0.00803,3,15690,2041,0.228,401,280.71,848,988.311973866381,1637.3644871103252,2590.4533382973623,618.9241500764123,373.59900373599
11776,31,0.00803,3,15690,2041,0.26,292,301.41,751,866.390290308495,1637.3644871103252,2590.4533382973623,618.9241500764123,373.59900373599
11777,31,0.00803,3,15690,2041,0.284,175,321.57,626,767.433225981533,1637.3644871103252,2590.4533382973623,618.9241500764123,373.59900373599
11778,31,0.00803,3,15690,2803,0.189,497,261.33,1279,1259.88056323501,1637.3644871103252,2590.4533382973623,618.9241500764123,373.59900373599
11779,31,0.00803,3,15690,2803,0.22,401,280.71,1157,1126.74197569176,1637.3644871103252,2590.4533382973623,618.9241500764123,373.59900373599
11780,31,0.00803,3,15690,2803,0.243,292,301.41,1000,1040.13280592718,1637.3644871103252,2590.4533382973623,618.9241500764123,373.59900373599
11781,31,0.00803,3,15690,2803,0.281,175,321.57,857,855.674853352292,1637.3644871103252,2590.4533382973623,618.9241500764123,373.59900373599
11782,31,0.00803,3,15690,3319,0.177,502,260.3,1488,1404.81003994846,1637.3644871103252,2590.4533382973623,618.9241500764123,373.59900373599
11783,31,0.00803,3,15690,3319,0.212,401,280.71,1349,1234.43971698514,1637.3644871103252,2590.4533382973623,618.9241500764123,373.59900373599
11784,31,0.00803,3,15690,3319,0.239,292,301.41,1174,1133.91717797654,1637.3644871103252,2590.4533382973623,618.9241500764123,373.59900373599
11785,31,0.00803,3,15690,3319,0.27,175,321.57,987,970.497863268461,1637.3644871103252,2590.4533382973623,618.9241500764123,373.59900373599
11786,31,0.00803,4,15690,993,0.415,502,260.3,447,511.744520891529,1637.3644871103252,2590.4533382973623,618.9241500764123,498.13200498132
11787,31,0.00803,4,15690,993,0.435,401,280.71,407,479.664965773017,1637.3644871103252,2590.4533382973623,618.9241500764123,498.13200498132
11788,31,0.00803,4,15690,993,0.445,292,301.41,361,463.625188213761,1637.3644871103252,2590.4533382973623,618.9241500764123,498.13200498132
11789,31,0.00803,4,15690,993,0.458,169,322.54,307,434.872648778173,1637.3644871103252,2590.4533382973623,618.9241500764123,498.13200498132
11790,31,0.00803,4,15690,1509,0.272,507,259.26,591,795.962639386947,1637.3644871103252,2590.4533382973623,618.9241500764123,498.13200498132
11791,31,0.00803,4,15690,1509,0.321,390,282.87,530,616.734196257155,1637.3644871103252,2590.4533382973623,618.9241500764123,498.13200498132
11792,31,0.00803,4,15690,1509,0.349,292,301.41,479,531.60272280464,1637.3644871103252,2590.4533382973623,618.9241500764123,498.13200498132
11793,31,0.00803,4,15690,1509,0.343,163,323.49,379,549.845181401607,1637.3644871103252,2590.4533382973623,618.9241500764123,498.13200498132
11794,31,0.00803,4,15690,2024,0.237,497,261.33,735,952.969962129968,1637.3644871103252,2590.4533382973623,618.9241500764123,498.13200498132
11795,31,0.00803,4,15690,2019,0.256,395,281.89,651,880.167630767812,1637.3644871103252,2590.4533382973623,618.9241500764123,498.13200498132
11796,31,0.00803,4,15690,2014,0.278,292,301.41,569,789.327657935931,1637.3644871103252,2590.4533382973623,618.9241500764123,498.13200498132
11797,31,0.00803,4,15690,2003,0.32,175,321.57,494,612.500751737948,1637.3644871103252,2590.4533382973623,618.9241500764123,498.13200498132
11798,31,0.00803,4,15690,2787,0.269,401,280.71,924,914.981884724098,1637.3644871103252,2590.4533382973623,618.9241500764123,498.13200498132
11799,31,0.00803,4,15690,2787,0.286,292,301.41,802,828.821052313594,1637.3644871103252,2590.4533382973623,618.9241500764123,498.13200498132
11800,31,0.00803,4,15690,2787,0.304,175,321.57,665,740.99264208569,1637.3644871103252,2590.4533382973623,618.9241500764123,498.13200498132
11801,31,0.00803,4,15690,3346,0.233,502,260.3,1221,1160.49849504461,1637.3644871103252,2590.4533382973623,618.9241500764123,498.13200498132
11802,31,0.00803,4,15690,3346,0.268,406,279.73,1119,985.882821864378,1637.3644871103252,2590.4533382973623,618.9241500764123,498.13200498132
11803,31,0.00803,4,15690,3363,0.284,287,302.32,954,888.488516506249,1637.3644871103252,2590.4533382973623,618.9241500764123,498.13200498132
11804,31,0.00803,4,15690,3363,0.306,175,321.57,807,772.039083679438,1637.3644871103252,2590.4533382973623,618.9241500764123,498.13200498132
11805,31,0.00803,4,15690,3335,0.345,78,336.1,695,657.259351892709,1637.3644871103252,2590.4533382973623,618.9241500764123,498.13200498132
11806,31,0.00803,6,15690,1986,0.344,347,291.16,453,510.761862452005,1637.3644871103252,2590.4533382973623,618.9241500764123,747.19800747198
11807,31,0.00803,6,15690,1986,0.329,292,301.41,409,574.384892898071,1637.3644871103252,2590.4533382973623,618.9241500764123,747.19800747198
11808,31,0.00803,6,15690,1986,0.358,223,313.6,383,445.808341141929,1637.3644871103252,2590.4533382973623,618.9241500764123,747.19800747198
11809,31,0.00803,6,15690,1986,0.364,175,321.57,354,416.180109293193,1637.3644871103252,2590.4533382973623,618.9241500764123,747.19800747198
11810,31,0.00803,6,15690,1986,0.374,112,331.28,318,366.799722878632,1637.3644871103252,2590.4533382973623,618.9241500764123,747.19800747198
11811,31,0.00803,6,15690,1986,0.363,78,336.1,287,421.118147934649,1637.3644871103252,2590.4533382973623,618.9241500764123,747.19800747198
11812,31,0.00803,6,15690,1986,0.369,36,341.57,260,391.489916085912,1637.3644871103252,2590.4533382973623,618.9241500764123,747.19800747198
11813,31,0.0082,5.34,15690,1010,0.379,1504,28.41,715,584.310423109994,1637.3644871103252,2590.4533382973623,618.9241500764123,651.2195121951219
11814,31,0.0082,5.34,15690,1010,0.384,1461,38.8,703,569.366587932076,1637.3644871103252,2590.4533382973623,618.9241500764123,651.2195121951219
11815,31,0.0082,5.34,15690,1010,0.36,1297,78.3,624,641.096996786083,1637.3644871103252,2590.4533382973623,618.9241500764123,651.2195121951219
11816,31,0.0082,5.34,15690,1010,0.345,1209,99.4,608,686.036204355055,1637.3644871103252,2590.4533382973623,618.9241500764123,651.2195121951219
11817,31,0.0082,5.34,15690,1010,0.389,1129,118.48,576,554.422752754158,1637.3644871103252,2590.4533382973623,618.9241500764123,651.2195121951219
11818,31,0.0082,5.34,15690,1010,0.387,1048,137.68,544,560.400286825325,1637.3644871103252,2590.4533382973623,618.9241500764123,651.2195121951219
11819,31,0.0082,5.34,15690,1010,0.421,962,157.89,523,488.364657673199,1637.3644871103252,2590.4533382973623,618.9241500764123,651.2195121951219
11820,31,0.0082,5.34,15690,1010,0.44,874,178.32,498,458.343157858853,1637.3644871103252,2590.4533382973623,618.9241500764123,651.2195121951219
11821,31,0.0082,5.34,15690,1010,0.447,785,198.66,467,447.282605295673,1637.3644871103252,2590.4533382973623,618.9241500764123,651.2195121951219
11822,31,0.0082,5.34,15690,1010,0.454,693,219.28,433,432.43220538668,1637.3644871103252,2590.4533382973623,618.9241500764123,651.2195121951219
11823,31,0.0082,5.34,15690,1010,0.46,590,241.74,397,417.266960742377,1637.3644871103252,2590.4533382973623,618.9241500764123,651.2195121951219
11824,31,0.0082,5.34,15690,1010,0.485,502,260.3,374,354.078441391115,1637.3644871103252,2590.4533382973623,618.9241500764123,651.2195121951219
11825,31,0.0082,5.34,15690,1010,0.49,401,280.71,337,341.440737520862,1637.3644871103252,2590.4533382973623,618.9241500764123,651.2195121951219
11826,31,0.0082,5.34,15690,1010,0.478,342,292.11,311,371.771226809468,1637.3644871103252,2590.4533382973623,618.9241500764123,651.2195121951219
11827,31,0.0082,5.34,15690,1010,0.496,292,301.41,300,326.275492876559,1637.3644871103252,2590.4533382973623,618.9241500764123,651.2195121951219
11828,31,0.0082,5.34,15690,1010,0.521,235,311.54,288,292.176793446684,1637.3644871103252,2590.4533382973623,618.9241500764123,651.2195121951219
11829,31,0.0082,5.34,15690,1010,0.522,175,321.57,265,291.034482192699,1637.3644871103252,2590.4533382973623,618.9241500764123,651.2195121951219
11830,31,0.0082,5.34,15690,1010,0.523,112,331.28,240,289.892170938715,1637.3644871103252,2590.4533382973623,618.9241500764123,651.2195121951219
11831,31,0.0082,5.34,15690,1500,0.286,1044,138.63,751,730.273926364488,1637.3644871103252,2590.4533382973623,618.9241500764123,651.2195121951219
11832,31,0.0082,5.34,15690,1500,0.301,957,159.06,711,670.190927638051,1637.3644871103252,2590.4533382973623,618.9241500764123,651.2195121951219
11833,31,0.0082,5.34,15690,1500,0.288,874,178.32,657,722.117255355355,1637.3644871103252,2590.4533382973623,618.9241500764123,651.2195121951219
11834,31,0.0082,5.34,15690,1500,0.32,780,199.79,621,613.451196050354,1637.3644871103252,2590.4533382973623,618.9241500764123,651.2195121951219
11835,31,0.0082,5.34,15690,1500,0.319,688,220.38,568,616.437497712864,1637.3644871103252,2590.4533382973623,618.9241500764123,651.2195121951219
11836,31,0.0082,5.34,15690,1500,0.358,594,240.88,538,493.797237620384,1637.3644871103252,2590.4533382973623,618.9241500764123,651.2195121951219
11837,31,0.0082,5.34,15690,1500,0.381,502,260.3,497,407.36062552574,1637.3644871103252,2590.4533382973623,618.9241500764123,651.2195121951219
11838,31,0.0082,5.34,15690,1500,0.387,452,270.54,473,384.811944109746,1637.3644871103252,2590.4533382973623,618.9241500764123,651.2195121951219
11839,31,0.0082,5.34,15690,1500,0.392,401,280.71,448,366.021376263084,1637.3644871103252,2590.4533382973623,618.9241500764123,651.2195121951219
11840,31,0.0082,5.34,15690,1500,0.379,347,291.16,410,414.876852664404,1637.3644871103252,2590.4533382973623,618.9241500764123,651.2195121951219
11841,31,0.0082,5.34,15690,1500,0.38,287,302.32,379,411.118739095072,1637.3644871103252,2590.4533382973623,618.9241500764123,651.2195121951219
11842,31,0.0082,5.34,15690,1500,0.387,235,311.54,353,384.811944109746,1637.3644871103252,2590.4533382973623,618.9241500764123,651.2195121951219
11843,31,0.0082,5.34,15690,1500,0.4,181,320.6,330,335.956467708425,1637.3644871103252,2590.4533382973623,618.9241500764123,651.2195121951219
11844,31,0.0082,5.34,15690,1500,0.41,112,331.28,293,313.908367652013,1637.3644871103252,2590.4533382973623,618.9241500764123,651.2195121951219
11845,31,0.0082,5.34,15690,1484,0.448,43,340.7,270,237.164834422804,1637.3644871103252,2590.4533382973623,618.9241500764123,651.2195121951219
11846,31,0.0082,5.34,15690,1994,0.261,865,180.39,847,848.246257772121,1637.3644871103252,2590.4533382973623,618.9241500764123,651.2195121951219
11847,31,0.0082,5.34,15690,1994,0.256,825,189.56,814,868.482770877155,1637.3644871103252,2590.4533382973623,618.9241500764123,651.2195121951219
11848,31,0.0082,5.34,15690,1994,0.26,785,198.66,786,852.293560393127,1637.3644871103252,2590.4533382973623,618.9241500764123,651.2195121951219
11849,31,0.0082,5.34,15690,2010,0.255,739,209.03,754,873.951898399783,1637.3644871103252,2590.4533382973623,618.9241500764123,651.2195121951219
11850,31,0.0082,5.34,15690,2010,0.277,688,220.38,732,784.740738064477,1637.3644871103252,2590.4533382973623,618.9241500764123,651.2195121951219
11851,31,0.0082,5.34,15690,2010,0.286,651,228.52,711,748.245263381851,1637.3644871103252,2590.4533382973623,618.9241500764123,651.2195121951219
11852,31,0.0082,5.34,15690,2010,0.288,599,239.81,674,740.135157896823,1637.3644871103252,2590.4533382973623,618.9241500764123,651.2195121951219
11853,31,0.0082,5.34,15690,2010,0.311,551,250.04,653,644.724014932429,1637.3644871103252,2590.4533382973623,618.9241500764123,651.2195121951219
11854,31,0.0082,5.34,15690,1999,0.309,507,259.26,615,652.508202443185,1637.3644871103252,2590.4533382973623,618.9241500764123,651.2195121951219
11855,31,0.0082,5.34,15690,1999,0.31,447,271.55,573,648.278470511687,1637.3644871103252,2590.4533382973623,618.9241500764123,651.2195121951219
11856,31,0.0082,5.34,15690,1994,0.327,406,279.73,552,576.535092372985,1637.3644871103252,2590.4533382973623,618.9241500764123,651.2195121951219
11857,31,0.0082,5.34,15690,1973,0.336,337,293.06,501,539.731268264877,1637.3644871103252,2590.4533382973623,618.9241500764123,651.2195121951219
11858,31,0.0082,5.34,15690,1999,0.332,292,301.41,473,555.224368018737,1637.3644871103252,2590.4533382973623,618.9241500764123,651.2195121951219
11859,31,0.0082,5.34,15690,1999,0.348,181,320.6,402,487.548657114774,1637.3644871103252,2590.4533382973623,618.9241500764123,651.2195121951219
11860,31,0.0082,5.34,15690,1999,0.365,112,331.28,361,405.337658514301,1637.3644871103252,2590.4533382973623,618.9241500764123,651.2195121951219
11861,31,0.0082,5.34,15690,1999,0.371,58,338.78,319,375.83704461931,1637.3644871103252,2590.4533382973623,618.9241500764123,651.2195121951219
11862,31,0.0082,5.34,15690,2283,0.295,599,239.81,775,736.442734272046,1637.3644871103252,2590.4533382973623,618.9241500764123,651.2195121951219
11863,31,0.0082,5.34,15690,2283,0.299,546,251.1,729,719.335050629952,1637.3644871103252,2590.4533382973623,618.9241500764123,651.2195121951219
11864,31,0.0082,5.34,15690,2283,0.301,497,261.33,688,710.321526566277,1637.3644871103252,2590.4533382973623,618.9241500764123,651.2195121951219
11865,31,0.0082,5.34,15690,2283,0.311,452,270.54,657,662.955495034765,1637.3644871103252,2590.4533382973623,618.9241500764123,651.2195121951219
11866,31,0.0082,5.34,15690,2283,0.319,406,279.73,625,625.062669809555,1637.3644871103252,2590.4533382973623,618.9241500764123,651.2195121951219
11867,31,0.0082,5.34,15690,2283,0.324,347,291.16,579,601.379654043799,1637.3644871103252,2590.4533382973623,618.9241500764123,651.2195121951219
11868,31,0.0082,5.34,15690,2283,0.327,292,301.41,536,587.169844584345,1637.3644871103252,2590.4533382973623,618.9241500764123,651.2195121951219
11869,31,0.0082,5.34,15690,2283,0.334,235,311.54,495,554.013622512287,1637.3644871103252,2590.4533382973623,618.9241500764123,651.2195121951219
11870,31,0.0082,5.34,15690,2283,0.348,181,320.6,458,487.70117836817,1637.3644871103252,2590.4533382973623,618.9241500764123,651.2195121951219
11871,31,0.0082,5.34,15690,2283,0.344,112,331.28,394,506.647590980775,1637.3644871103252,2590.4533382973623,618.9241500764123,651.2195121951219
11872,31,0.0082,5.34,15690,2283,0.353,51,339.68,345,466.32724643139,1637.3644871103252,2590.4533382973623,618.9241500764123,651.2195121951219
11873,31,0.0082,6,15690,2762,0.349,472,266.47,762,539.974978295004,1637.3644871103252,2590.4533382973623,618.9241500764123,731.7073170731707
11874,31,0.0082,6,15690,2762,0.361,447,271.55,750,502.134564372744,1637.3644871103252,2590.4533382973623,618.9241500764123,731.7073170731707
11875,31,0.0082,6,15690,2762,0.355,401,280.71,702,520.452878944655,1637.3644871103252,2590.4533382973623,618.9241500764123,731.7073170731707
11876,31,0.0082,6,15690,2762,0.379,353,290.02,680,447.179620657008,1637.3644871103252,2590.4533382973623,618.9241500764123,731.7073170731707
11877,31,0.0082,6,15690,2762,0.366,292,301.41,614,486.869302229484,1637.3644871103252,2590.4533382973623,618.9241500764123,731.7073170731707
11878,31,0.0082,6,15690,2778,0.381,235,311.54,579,444.968331145213,1637.3644871103252,2590.4533382973623,618.9241500764123,731.7073170731707
11879,31,0.0082,6,15690,2767,0.383,175,321.57,522,436.191553618008,1637.3644871103252,2590.4533382973623,618.9241500764123,731.7073170731707
11880,31,0.0082,6,15690,2746,0.395,112,331.28,468,394.278877938017,1637.3644871103252,2590.4533382973623,618.9241500764123,731.7073170731707
11881,31,0.0082,6,15690,2736,0.404,43,340.7,405,369.316113481097,1637.3644871103252,2590.4533382973623,618.9241500764123,731.7073170731707
11882,31,0.01105,1,15690,962,-0.06,1217,97.48,3056,2240.04461520164,1637.3644871103252,2590.4533382973623,618.9241500764123,90.49773755656108
11883,31,0.01105,1,15690,962,-0.074,1133,117.53,2794,2299.88086090844,1637.3644871103252,2590.4533382973623,618.9241500764123,90.49773755656108
11884,31,0.01105,1,15690,962,-0.09,1052,136.74,2543,2368.26514171621,1637.3644871103252,2590.4533382973623,618.9241500764123,90.49773755656108
11885,31,0.01105,1,15690,962,-0.07,874,178.32,2127,2282.7847907065,1637.3644871103252,2590.4533382973623,618.9241500764123,90.49773755656108
11886,31,0.01105,1,15690,962,-0.078,789,197.75,1886,2316.97693111038,1637.3644871103252,2590.4533382973623,618.9241500764123,90.49773755656108
11887,31,0.01105,1,15690,962,-0.005,691,219.72,1815,1967.18661384539,1637.3644871103252,2590.4533382973623,618.9241500764123,90.49773755656108
11888,31,0.01105,1,15690,962,0.024,602,239.16,1658,1832.15306585744,1637.3644871103252,2590.4533382973623,618.9241500764123,90.49773755656108
11889,31,0.01105,1,15690,962,0.053,507,259.26,1483,1699.57839558622,1637.3644871103252,2590.4533382973623,618.9241500764123,90.49773755656108
11890,31,0.01105,1,15690,962,0.106,401,280.71,1343,1451.04624400965,1637.3644871103252,2590.4533382973623,618.9241500764123,90.49773755656108
11891,31,0.01105,1,15690,962,0.138,292,301.41,1152,1294.29102418062,1637.3644871103252,2590.4533382973623,618.9241500764123,90.49773755656108
11892,31,0.01105,1,15690,962,0.193,175,321.57,985,987.453883405342,1637.3644871103252,2590.4533382973623,618.9241500764123,90.49773755656108
11893,31,0.01105,1,15690,962,0.26,36,341.57,766,830.101464947756,1637.3644871103252,2590.4533382973623,618.9241500764123,90.49773755656108
11894,31,0.0108,1,15690,1508,-0.117,874,178.32,3079,2665.49531111267,1637.3644871103252,2590.4533382973623,618.9241500764123,92.59259259259258
11895,31,0.0108,1,15690,1508,-0.135,789,197.75,2667,2783.19704728109,1637.3644871103252,2590.4533382973623,618.9241500764123,92.59259259259258
11896,31,0.0108,1,15690,1508,-0.145,698,218.17,2266,2848.586900708,1637.3644871103252,2590.4533382973623,618.9241500764123,92.59259259259258
11897,31,0.0108,1,15690,1508,-0.092,604,238.73,2099,2485.11849074306,1637.3644871103252,2590.4533382973623,618.9241500764123,92.59259259259258
11898,31,0.0108,1,15690,1508,-0.03,507,259.26,1955,2013.39960686964,1637.3644871103252,2590.4533382973623,618.9241500764123,92.59259259259258
11899,31,0.0108,1,15690,1508,0.002,406,279.73,1677,1842.24404932015,1637.3644871103252,2590.4533382973623,618.9241500764123,92.59259259259258
11900,31,0.0108,1,15690,1508,0.056,292,301.41,1443,1598.02609653029,1637.3644871103252,2590.4533382973623,618.9241500764123,92.59259259259258
11901,31,0.0108,1,15690,1514,0.108,175,321.57,1186,1290.10870536263,1637.3644871103252,2590.4533382973623,618.9241500764123,92.59259259259258
11902,31,0.0108,1,15690,1514,0.173,51,339.68,904,992.493619274346,1637.3644871103252,2590.4533382973623,618.9241500764123,92.59259259259258
11903,31,0.0108,1,15690,2002,-0.405,1213,98.44,4407,4587.18941581059,1637.3644871103252,2590.4533382973623,618.9241500764123,92.59259259259258
11904,31,0.0108,1,15690,2002,-0.367,1133,117.53,4175,4349.61446808947,1637.3644871103252,2590.4533382973623,618.9241500764123,92.59259259259258
11905,31,0.0108,1,15690,2002,-0.311,1048,137.68,4000,4011.43462886658,1637.3644871103252,2590.4533382973623,618.9241500764123,92.59259259259258
11906,31,0.0108,1,15690,2002,-0.269,962,157.89,3768,3763.83685398699,1637.3644871103252,2590.4533382973623,618.9241500764123,92.59259259259258
11907,31,0.0108,1,15690,2002,-0.225,870,179.24,3500,3506.69291670621,1637.3644871103252,2590.4533382973623,618.9241500764123,92.59259259259258
11908,31,0.0108,1,15690,2002,-0.192,785,198.66,3227,3309.23571856234,1637.3644871103252,2590.4533382973623,618.9241500764123,92.59259259259258
11909,31,0.0108,1,15690,2002,-0.152,698,218.17,2977,3052.4722769361,1637.3644871103252,2590.4533382973623,618.9241500764123,92.59259259259258
11910,31,0.0108,1,15690,2002,-0.112,599,239.81,2662,2760.73453017478,1637.3644871103252,2590.4533382973623,618.9241500764123,92.59259259259258
11911,31,0.0108,1,15690,2011,-0.052,502,260.3,2469,2387.46926803115,1637.3644871103252,2590.4533382973623,618.9241500764123,92.59259259259258
11912,31,0.0108,1,15690,2011,-0.004,401,280.71,2178,1995.27270148663,1637.3644871103252,2590.4533382973623,618.9241500764123,92.59259259259258
11913,31,0.0108,1,15690,2011,0.033,298,300.31,1838,1764.27015589704,1637.3644871103252,2590.4533382973623,618.9241500764123,92.59259259259258
11914,31,0.0108,1,15690,2011,0.094,175,321.57,1502,1445.53237669241,1637.3644871103252,2590.4533382973623,618.9241500764123,92.59259259259258
11915,31,0.0108,1,15690,2011,0.156,51,339.68,1114,1114.92638533938,1637.3644871103252,2590.4533382973623,618.9241500764123,92.59259259259258
11916,31,0.0108,1,15690,2757,-0.13,688,220.38,4203,3454.17416088304,1637.3644871103252,2590.4533382973623,618.9241500764123,92.59259259259258
11917,31,0.0108,1,15690,2742,-0.088,604,238.73,3849,3037.13546806717,1637.3644871103252,2590.4533382973623,618.9241500764123,92.59259259259258
11918,31,0.0108,1,15690,2723,-0.044,507,259.26,3429,2589.50248722884,1637.3644871103252,2590.4533382973623,618.9241500764123,92.59259259259258
11919,31,0.0108,1,15690,2733,-0.01,401,280.71,2919,2290.89701492135,1637.3644871103252,2590.4533382973623,618.9241500764123,92.59259259259258
11920,31,0.0108,1,15690,2736,0.09,181,320.6,2061,1607.36049453007,1637.3644871103252,2590.4533382973623,618.9241500764123,92.59259259259258
11921,31,0.0108,1,15690,2696,0.155,36,341.57,1372,1226.74392028715,1637.3644871103252,2590.4533382973623,618.9241500764123,92.59259259259258
11922,31,0.0108,3,15690,498,0.524,502,260.3,448,486.360308049838,1637.3644871103252,2590.4533382973623,618.9241500764123,277.77777777777777
11923,31,0.0108,3,15690,498,0.534,398,281.3,409,467.592803303269,1637.3644871103252,2590.4533382973623,618.9241500764123,277.77777777777777
11924,31,0.0108,3,15690,498,0.559,292,301.41,373,420.674041436844,1637.3644871103252,2590.4533382973623,618.9241500764123,277.77777777777777
11925,31,0.0108,3,15690,498,0.611,51,339.68,286,334.913411888758,1637.3644871103252,2590.4533382973623,618.9241500764123,277.77777777777777
11926,31,0.0108,3,15690,995,0.321,497,261.33,721,666.083070696954,1637.3644871103252,2590.4533382973623,618.9241500764123,277.77777777777777
11927,31,0.0108,3,15690,995,0.366,401,280.71,675,548.318804954208,1637.3644871103252,2590.4533382973623,618.9241500764123,277.77777777777777
11928,31,0.0108,3,15690,995,0.399,287,302.32,605,463.368220200937,1637.3644871103252,2590.4533382973623,618.9241500764123,277.77777777777777
11929,31,0.0108,3,15690,995,0.412,175,321.57,519,444.256672319083,1637.3644871103252,2590.4533382973623,618.9241500764123,277.77777777777777
11930,31,0.0108,3,15690,995,0.41,43,340.7,394,447.012886942052,1637.3644871103252,2590.4533382973623,618.9241500764123,277.77777777777777
11931,31,0.0108,3,15690,1511,0.167,500,260.71,898,1017.3166126637,1637.3644871103252,2590.4533382973623,618.9241500764123,277.77777777777777
11932,31,0.0108,3,15690,1511,0.223,401,280.71,839,826.376861943933,1637.3644871103252,2590.4533382973623,618.9241500764123,277.77777777777777
11933,31,0.0108,3,15690,1511,0.259,292,301.41,745,732.586519066341,1637.3644871103252,2590.4533382973623,618.9241500764123,277.77777777777777
11934,31,0.0108,3,15690,1511,0.306,175,321.57,651,571.154358177007,1637.3644871103252,2590.4533382973623,618.9241500764123,277.77777777777777
11935,31,0.0108,3,15690,1520,0.321,58,338.78,505,531.627231330487,1637.3644871103252,2590.4533382973623,618.9241500764123,277.77777777777777
11936,31,0.0108,3,15690,1984,0.14,500,260.71,1133,1190.83195245761,1637.3644871103252,2590.4533382973623,618.9241500764123,277.77777777777777
11937,31,0.0108,3,15690,1984,0.18,395,281.89,1019,1014.2095904388,1637.3644871103252,2590.4533382973623,618.9241500764123,277.77777777777777
11938,31,0.0108,3,15690,1984,0.206,292,301.41,889,914.511282059008,1637.3644871103252,2590.4533382973623,618.9241500764123,277.77777777777777
11939,31,0.0108,3,15690,1984,0.256,172,322.06,764,756.476937656428,1637.3644871103252,2590.4533382973623,618.9241500764123,277.77777777777777
